[18:33:34:251] Initating the game
[18:33:34:253] Camera created
[18:33:34:638] Texture added
[18:33:34:638] Star sphere created
[18:33:35:345] Texture added
[18:33:36:143] Texture added
[18:33:36:143] Mars created
[18:33:36:143] Game time initiated
[18:33:36:150] Texture added
[18:33:36:152] Font Created
[18:33:36:159] Texture added
[18:33:36:161] Texture added
[18:33:36:161] Debug window created
[18:33:36:165] Texture added
[18:33:36:172] Texture added
[18:33:36:178] Texture added
[18:33:36:180] Font Created
[18:33:36:182] Font Created
[18:33:36:189] Texture added
[18:33:36:191] Font Created
[18:33:36:192] FPS Text created in the Debug window
[18:33:36:192] Altitude Text created in the Debug window
[18:33:36:193] Vertices Text created in the Debug window
[18:33:36:194] orbitalAngleY Text created in the Debug window
[18:33:36:195] orbitalAngleXZ Text created in the Debug window
[18:33:36:196] Rotation XZ Text created in the Debug window
[18:33:36:197] Max Rotation XZ Text created in the Debug window
[18:33:36:198] Pos X Text created in the Debug window
[18:33:36:198] Pos Y Text created in the Debug window
[18:33:36:198] Pos Z Text created in the Debug window
[18:33:36:200] Texture added
[18:33:36:204] Texture added
[18:33:36:227] Texture added
[18:33:36:227] Mouse cursor created
[18:33:36:939] Avg FPS: 107  Avg Frametime: 0.0043   Avg Tick Time: 0.5388
[18:33:37:647] Avg FPS: 110  Avg Frametime: 0.0039   Avg Tick Time: 0.5718
[18:33:38:354] Avg FPS: 122  Avg Frametime: 0.0039   Avg Tick Time: 0.5313
[18:33:39:650] Avg FPS: 114  Avg Frametime: 0.0040   Avg Tick Time: 0.5487
[18:33:39:774] Avg FPS: 116  Avg Frametime: 0.0041   Avg Tick Time: 0.5298
[18:33:40:481] Avg FPS: 127  Avg Frametime: 0.0040   Avg Tick Time: 0.4980
[18:33:41:191] Avg FPS: 122  Avg Frametime: 0.0042   Avg Tick Time: 0.4847
[18:33:41:904] Avg FPS: 105  Avg Frametime: 0.0045   Avg Tick Time: 0.5291
[18:33:42:611] Avg FPS: 113  Avg Frametime: 0.0040   Avg Tick Time: 0.5560
[18:33:43:317] Avg FPS: 114  Avg Frametime: 0.0038   Avg Tick Time: 0.5651
[18:33:44:250] Avg FPS: 121  Avg Frametime: 0.0039   Avg Tick Time: 0.5286
[18:33:44:729] Avg FPS: 110  Avg Frametime: 0.0039   Avg Tick Time: 0.5714
[18:33:45:437] Avg FPS: 127  Avg Frametime: 0.0039   Avg Tick Time: 0.5065
[18:33:46:148] Avg FPS: 105  Avg Frametime: 0.0039   Avg Tick Time: 0.5987
[18:34:10:269] Avg FPS:  73  Avg Frametime: 0.0082   Avg Tick Time: 0.4143
[18:34:10:988] Avg FPS:  56  Avg Frametime: 0.0141   Avg Tick Time: 0.2266
[18:34:11:694] Avg FPS:  54  Avg Frametime: 0.0149   Avg Tick Time: 0.1986
[18:34:12:401] Avg FPS:  60  Avg Frametime: 0.0133   Avg Tick Time: 0.2056
[18:34:13:111] Avg FPS:  73  Avg Frametime: 0.0096   Avg Tick Time: 0.3057
[18:34:13:820] Avg FPS:  98  Avg Frametime: 0.0050   Avg Tick Time: 0.5149
[18:34:14:530] Avg FPS:  97  Avg Frametime: 0.0037   Avg Tick Time: 0.6396
[18:34:15:240] Avg FPS:  90  Avg Frametime: 0.0042   Avg Tick Time: 0.6267
[18:34:15:947] Avg FPS:  82  Avg Frametime: 0.0039   Avg Tick Time: 0.6798
[18:34:16:654] Avg FPS:  82  Avg Frametime: 0.0039   Avg Tick Time: 0.6849
[18:34:17:362] Avg FPS:  87  Avg Frametime: 0.0036   Avg Tick Time: 0.6872
[18:34:18:730] Avg FPS:  93  Avg Frametime: 0.0036   Avg Tick Time: 0.6734
[18:34:18:779] Avg FPS:  87  Avg Frametime: 0.0038   Avg Tick Time: 0.6726
[18:34:19:489] Avg FPS:  83  Avg Frametime: 0.0042   Avg Tick Time: 0.6534
[18:34:20:199] Avg FPS:  81  Avg Frametime: 0.0072   Avg Tick Time: 0.4234
[18:34:20:909] Avg FPS:  59  Avg Frametime: 0.0126   Avg Tick Time: 0.2560
[18:34:21:621] Avg FPS:  49  Avg Frametime: 0.0167   Avg Tick Time: 0.1902
[18:34:22:330] Avg FPS:  57  Avg Frametime: 0.0143   Avg Tick Time: 0.1951
[18:34:23:380] Avg FPS:  59  Avg Frametime: 0.0140   Avg Tick Time: 0.1766
[18:34:23:752] Avg FPS:  61  Avg Frametime: 0.0142   Avg Tick Time: 0.1466
[18:34:24:460] Avg FPS:  62  Avg Frametime: 0.0139   Avg Tick Time: 0.1457
[18:34:25:179] Avg FPS:  54  Avg Frametime: 0.0162   Avg Tick Time: 0.1427
[18:34:25:888] Avg FPS:  45  Avg Frametime: 0.0185   Avg Tick Time: 0.1758
[18:34:26:600] Avg FPS:  49  Avg Frametime: 0.0168   Avg Tick Time: 0.1895
[18:34:27:306] Avg FPS:  69  Avg Frametime: 0.0104   Avg Tick Time: 0.2905
[18:34:28:130] Avg FPS:  89  Avg Frametime: 0.0059   Avg Tick Time: 0.4798
[18:34:28:723] Avg FPS:  85  Avg Frametime: 0.0052   Avg Tick Time: 0.5599
[18:34:29:429] Avg FPS:  78  Avg Frametime: 0.0055   Avg Tick Time: 0.5717
[18:34:30:134] Avg FPS:  81  Avg Frametime: 0.0054   Avg Tick Time: 0.5646
[18:34:30:850] Avg FPS:  75  Avg Frametime: 0.0058   Avg Tick Time: 0.5799
[18:34:31:561] Avg FPS:  67  Avg Frametime: 0.0064   Avg Tick Time: 0.5741
[18:34:32:270] Avg FPS:  66  Avg Frametime: 0.0066   Avg Tick Time: 0.5724
[18:34:32:976] Avg FPS:  75  Avg Frametime: 0.0056   Avg Tick Time: 0.5821
[18:34:33:687] Avg FPS:  72  Avg Frametime: 0.0061   Avg Tick Time: 0.5713
[18:34:34:402] Avg FPS:  68  Avg Frametime: 0.0068   Avg Tick Time: 0.5490
[18:34:35:107] Avg FPS:  66  Avg Frametime: 0.0065   Avg Tick Time: 0.5745
[18:34:35:815] Avg FPS:  76  Avg Frametime: 0.0053   Avg Tick Time: 0.6068
[18:34:36:529] Avg FPS:  85  Avg Frametime: 0.0039   Avg Tick Time: 0.6827
[18:34:37:242] Avg FPS:  83  Avg Frametime: 0.0040   Avg Tick Time: 0.6780
[18:34:37:948] Avg FPS:  84  Avg Frametime: 0.0041   Avg Tick Time: 0.6626
[18:34:38:659] Avg FPS:  92  Avg Frametime: 0.0039   Avg Tick Time: 0.6530
[18:34:39:373] Avg FPS:  95  Avg Frametime: 0.0038   Avg Tick Time: 0.6494
[18:34:40:820] Avg FPS:  95  Avg Frametime: 0.0037   Avg Tick Time: 0.6543
[18:34:40:788] Avg FPS:  98  Avg Frametime: 0.0038   Avg Tick Time: 0.6334
[18:34:41:506] Avg FPS:  96  Avg Frametime: 0.0037   Avg Tick Time: 0.6556
[18:34:42:213] Avg FPS:  92  Avg Frametime: 0.0038   Avg Tick Time: 0.6568
[18:34:42:928] Avg FPS:  93  Avg Frametime: 0.0039   Avg Tick Time: 0.6465
[18:34:43:640] Avg FPS:  91  Avg Frametime: 0.0038   Avg Tick Time: 0.6580
[18:34:44:339] Avg FPS:  85  Avg Frametime: 0.0039   Avg Tick Time: 0.6747
[18:34:45:520] Avg FPS:  99  Avg Frametime: 0.0037   Avg Tick Time: 0.6434
[18:34:45:758] Avg FPS:  96  Avg Frametime: 0.0037   Avg Tick Time: 0.6483
[18:34:46:464] Avg FPS:  95  Avg Frametime: 0.0038   Avg Tick Time: 0.6415
